,shot_id_number,is_goal
0,1,0.347172707730449
1,8,0.5830722552747698
2,17,0.5830722552747698
3,20,0.6068641850980714
4,33,0.3485391739193644
5,34,0.3485391739193644
6,35,0.5908343858000027
7,36,0.5942894231408099
8,37,0.6007130345412555
9,38,0.4374048326586187
10,45,0.5885325823163362
11,50,0.41281091933354397
12,55,0.3414770488021471
13,60,0.3456238730074919
14,66,0.5483337321055808
15,67,0.4093500878775547
16,71,0.3333783370000977
17,80,0.5342460408279961
18,85,0.53878685821088
19,86,0.4037023362442902
20,95,0.378665920171935
21,104,0.3809207002866483
22,113,0.36477938332404136
23,123,0.3729435879525137
24,126,0.37717874286805414
25,133,0.6057767527941129
26,141,0.5490929617535383
27,144,0.3669297001592887
28,150,0.6016103668090997
29,152,0.4326157625072658
30,153,0.6066574397213793
31,156,0.6065738191140883
32,159,0.6065738191140883
33,165,0.5
34,172,0.3713954629506366
35,182,0.6069876379205212
36,192,0.3722907319936008
37,193,0.60183238416212
38,196,0.3941534892333636
39,202,0.3657886443406134
40,210,0.37352537643601263
41,211,0.37292268054610644
42,228,0.37292268054610644
43,257,0.38834090064270804
44,260,0.3870097552742281
45,264,0.39458083451862486
46,267,0.4170395896540549
47,279,0.6148853383018812
48,282,0.4001124187174204
49,293,0.46321594153925993
50,299,0.3753317934337074
51,300,0.37511403291990264
52,301,0.4129112268973592
53,317,0.36301241031885034
54,327,0.3719495378868828
55,328,0.3941986096656742
56,335,0.6036833454881777
57,346,0.5505203887528389
58,348,0.539536805441835
59,365,0.4225201488820214
60,390,0.6215078148380916
61,391,0.6064150980823296
62,392,0.5684216001640647
63,397,0.35411086616292964
64,418,0.3540037077416419
65,428,0.40412682271581407
66,434,0.4017032190016195
67,439,0.4017032190016195
68,440,0.3712334294612992
69,456,0.37229295557436626
70,459,0.5444468476725373
71,472,0.3990020679259353
72,480,0.39330711635354293
73,491,0.3549875107633457
74,497,0.3517966034018983
75,509,0.38533770430213315
76,511,0.36523050789481815
77,523,0.48103143685023786
78,533,0.33661964880030915
79,544,0.5995287305519402
80,546,0.3682444475353725
81,555,0.3682444475353725
82,558,0.3789592372665682
83,560,0.35834445130019466
84,573,0.3952521225190023
85,591,0.3585884943338657
86,596,0.4855023897492739
87,597,0.35075334435184674
88,601,0.4012147585437738
89,605,0.3772637702535213
90,617,0.403336233115024
91,628,0.37821644491996675
92,634,0.3670805784137817
93,646,0.5182258053055767
94,649,0.41047026990949365
95,651,0.6200472677086951
96,654,0.6044707871441622
97,656,0.6018345752212081
98,657,0.47125393322709336
99,669,0.3141227948687672
100,670,0.6071641706538835
101,693,0.5479915064491461
102,694,0.37711721975074086
103,699,0.33655995567256874
104,711,0.33728817677030126
105,718,0.3770027838692657
106,722,0.39690246439718263
107,723,0.36064009132362856
108,725,0.5
109,734,0.35714858963095225
110,735,0.6021717026208058
111,737,0.5777866010186945
112,746,0.39027327549648433
113,747,0.3395053364263573
114,766,0.3892742087367749
115,767,0.3720147509573699
116,771,0.41104205620944273
117,773,0.5668768606293078
118,774,0.4329100895701347
119,783,0.5339416432222549
120,784,0.4305703696916014
121,789,0.36977402839202983
122,792,0.3731541095539901
123,804,0.3794552161786954
124,809,0.37454594394166035
125,812,0.3870305833434404
126,813,0.38354590339698325
127,817,0.5502092013862481
128,820,0.3723355361242325
129,825,0.36429384680302346
130,826,0.3759358669711111
131,829,0.34371959286227505
132,855,0.38587598574415166
133,859,0.6067761769904012
134,862,0.37160692058745654
135,870,0.37160692058745654
136,876,0.3571363818224993
137,880,0.33398481835114213
138,886,0.6068946127164625
139,889,0.36306670045748823
140,891,0.6051079023799427
141,897,0.6073392347680631
142,902,0.5169076285802224
143,903,0.5404391776912028
144,908,0.37696861569192575
145,909,0.39912512586863663
146,920,0.4014356473975223
147,922,0.3894419173224466
148,924,0.3592381123494987
149,932,0.4143509294327924
150,934,0.3852827405965043
151,937,0.3657224742530901
152,941,0.4627040390971646
153,943,0.3805366807014026
154,950,0.3718983398595858
155,952,0.34885061589830924
156,954,0.6072894916072296
157,963,0.34345711192017603
158,975,0.3732749986936652
159,979,0.42443301306800946
160,981,0.44529947508928097
161,983,0.3634613968359203
162,985,0.6057243793190372
163,989,0.599914634491922
164,995,0.3792423140770017
165,998,0.603748841750269
166,1008,0.5513059472223196
167,1019,0.604070683254357
168,1023,0.4171834148633531
169,1026,0.20106773855710475
170,1029,0.3921065965367637
171,1034,0.3964993957582436
172,1036,0.5623852150222224
173,1038,0.37599934204770424
174,1039,0.35426220917413587
175,1051,0.6060209704667967
176,1052,0.6060209704667967
177,1066,0.35993487982580136
178,1087,0.5424521383335328
179,1092,0.39977164430925616
180,1094,0.4279501961468712
181,1098,0.3783635791254979
182,1099,0.40224067138747294
183,1102,0.3645635341332559
184,1118,0.3394049645058258
185,1131,0.5388427083461016
186,1133,0.6068341663403031
187,1135,0.6073594159675993
188,1138,0.6016904925957558
189,1139,0.6026166419583012
190,1142,0.6026166419583012
191,1151,0.5861822397067972
192,1152,0.40837097078058104
193,1155,0.5830389233247927
194,1165,0.41187074451066774
195,1167,0.5888255045274473
196,1172,0.587980637609813
197,1174,0.578451939772911
198,1180,0.6030516342017282
199,1200,0.33175466902691136
200,1202,0.34409809392765733
201,1227,0.40603792712767744
202,1228,0.5942153189068436
203,1229,0.39158511766440923
204,1237,0.607503231764288
205,1241,0.607503231764288
206,1256,0.3996348466433555
207,1279,0.37952621808308484
208,1293,0.5992885843691381
209,1295,0.38503051916431225
210,1319,0.6069577839690161
211,1320,0.41577376531617827
212,1321,0.47338850835860147
